,area_type,location,total_sqft,bath,balcony,price,bhk
10016,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,93.01,3.0
10020,Super built-up  Area,Akshaya Nagar,1896.0,3.0,2.0,102.0,3.0
10021,Super built-up  Area,Banashankari Stage V,1540.0,3.0,2.0,48.51,3.0
10022,Super built-up  Area,other,1244.0,2.0,2.0,95.0,2.0
10023,Super built-up  Area,Hormavu,1365.0,2.0,2.0,65.0,3.0
10024,Super built-up  Area,Thanisandra,580.0,1.0,1.0,27.5,1.0
10025,Super built-up  Area,Hebbal,1355.0,3.0,2.0,83.87,3.0
10028,Super built-up  Area,Banashankari,1175.0,2.0,1.0,41.13,2.0
10032,Built-up  Area,other,1200.0,2.0,1.0,75.0,2.0
10035,Super built-up  Area,Marathahalli,1019.0,2.0,2.0,49.86,2.0
10036,Super built-up  Area,Thigalarapalya,1830.0,3.0,2.0,133.0,3.0
10038,Super built-up  Area,Sarjapur  Road,1028.0,2.0,1.0,56.0,2.0
10039,Built-up  Area,Old Madras Road,1300.0,2.0,2.0,100.0,2.0
10040,Super built-up  Area,Whitefield,1160.0,2.0,1.0,67.0,2.0
10041,Super built-up  Area,Mahadevpura,1505.0,3.0,2.0,78.0,3.0
10042,Super built-up  Area,Kogilu,1250.0,2.0,1.0,55.55,2.0
10044,Super built-up  Area,Sarjapur,1175.0,2.0,1.0,41.68,2.0
10045,Super built-up  Area,other,1100.0,2.0,2.0,57.6,2.0
10051,Built-up  Area,other,1200.0,1.0,0.0,48.0,1.0
10052,Super built-up  Area,other,1340.0,2.0,1.0,71.0,2.0
10053,Super built-up  Area,Banashankari,1750.0,2.0,2.0,89.0,3.0
10054,Super built-up  Area,Banashankari Stage II,1400.0,2.0,1.0,100.0,2.0
10059,Super built-up  Area,Hulimavu,1276.0,2.0,2.0,76.0,2.0
10061,Super built-up  Area,other,1190.0,2.0,2.0,59.9,2.0
10062,Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.45,2.0
10064,Built-up  Area,other,1450.0,2.0,2.0,90.0,2.0
10065,Super built-up  Area,Kudlu,1084.0,2.0,1.0,53.0,2.0
10069,Super built-up  Area,Hosur Road,1250.0,2.0,2.0,65.0,2.0
10071,Super built-up  Area,Begur,1304.0,3.0,0.0,65.0,3.0
10073,Built-up  Area,7th Phase JP Nagar,980.0,2.0,1.0,77.44,2.0
10083,Super built-up  Area,Vidyaranyapura,1100.0,2.0,1.0,75.0,3.0
10084,Super built-up  Area,Kengeri,750.0,2.0,1.0,40.0,2.0
10086,Super built-up  Area,Akshaya Nagar,1300.0,2.0,2.0,66.0,2.0
10090,Super built-up  Area,Kanakpura Road,1299.0,2.0,1.0,105.0,2.0
10093,Super built-up  Area,other,925.0,2.0,1.0,55.0,2.0
10095,Super built-up  Area,Uttarahalli,1107.0,2.0,1.0,45.0,2.0
10099,Super built-up  Area,other,1715.0,3.0,2.0,95.0,3.0
10100,Built-up  Area,Uttarahalli,1200.0,2.0,1.0,55.0,2.0
10102,Super built-up  Area,other,703.0,2.0,1.0,60.0,2.0
10103,Super built-up  Area,Talaghattapura,921.0,2.0,2.0,29.47,2.0
10104,Super built-up  Area,Marathahalli,1144.0,2.0,2.0,65.0,2.0
10105,Super built-up  Area,Kanakpura Road,525.0,1.0,1.0,26.01,1.0
10107,Super built-up  Area,Balagere,661.0,1.0,1.0,33.0,1.0
10110,Super built-up  Area,Yelahanka,1705.0,3.0,1.0,91.0,3.0
10113,Super built-up  Area,Marathahalli,1240.0,2.0,2.0,55.0,2.0
10114,Super built-up  Area,Garudachar Palya,1325.0,2.0,2.0,60.8,3.0
10121,Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2.0
10123,Super built-up  Area,Banashankari Stage III,1500.0,2.0,2.0,100.0,3.0
10125,Built-up  Area,Cox Town,1073.0,2.0,2.0,72.0,2.0
10126,Built-up  Area,Kudlu,1300.0,2.0,2.0,56.0,2.0
10131,Super built-up  Area,Hormavu,1196.0,2.0,1.0,44.8,2.0
10132,Built-up  Area,Kudlu,1027.0,2.0,2.0,44.0,2.0
10135,Super built-up  Area,Mico Layout,1171.0,2.0,2.0,39.0,2.0
10137,Plot  Area,other,600.0,1.0,0.0,20.0,1.0
10138,Super built-up  Area,Whitefield,1180.0,2.0,1.0,77.0,2.0
10139,Built-up  Area,Electronic City Phase II,1160.0,2.0,1.0,33.51,2.0
10142,Super built-up  Area,Yeshwanthpur,1500.0,3.0,1.0,100.0,3.0
10143,Super built-up  Area,Banaswadi,1008.0,2.0,2.0,52.0,2.0
10148,Super built-up  Area,other,1030.0,2.0,2.0,77.25,3.0
10149,Super built-up  Area,Whitefield,1314.0,2.0,1.0,84.0,2.0
10153,Super built-up  Area,Shivaji Nagar,703.0,2.0,1.0,49.5,2.0
10154,Super built-up  Area,Hosakerehalli,1795.0,3.0,2.0,64.62,3.0
10159,Super built-up  Area,other,1254.0,2.0,1.0,70.0,3.0
10162,Super built-up  Area,Jalahalli,1478.0,2.0,2.0,125.0,2.0
10166,Super built-up  Area,Horamavu Agara,1623.0,3.0,1.0,89.0,3.0
10167,Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2.0
10170,Super built-up  Area,other,1293.0,2.0,2.0,80.0,2.0
10171,Super built-up  Area,Hoskote,1065.0,2.0,2.0,28.5,2.0
10172,Super built-up  Area,Kudlu Gate,940.0,2.0,1.0,69.57,2.0
10173,Super built-up  Area,Sarjapur  Road,1181.0,2.0,1.0,65.0,3.0
10175,Built-up  Area,Marathahalli,1100.0,2.0,2.0,75.0,1.0
10177,Super built-up  Area,Subramanyapura,1260.0,2.0,1.0,75.0,3.0
10181,Plot  Area,other,1000.0,2.0,0.0,66.0,2.0
10183,Super built-up  Area,HSR Layout,1140.0,2.0,2.0,46.0,2.0
10186,Plot  Area,Attibele,1200.0,3.0,2.0,105.0,3.0
10187,Super built-up  Area,Raja Rajeshwari Nagar,945.0,2.0,1.0,45.0,2.0
10188,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,100.0,3.0
10191,Built-up  Area,Kengeri,600.0,1.0,1.0,35.0,1.0
10196,Super built-up  Area,Abbigere,795.0,1.0,1.0,32.6,2.0
10200,Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2.0
10203,Super built-up  Area,Hennur,1345.0,2.0,1.0,69.0,3.0
10205,Super built-up  Area,Electronic City,1360.0,2.0,1.0,58.0,3.0
10206,Super built-up  Area,Sarjapur  Road,1026.0,2.0,1.0,60.55,2.0
10209,Super built-up  Area,other,1525.0,2.0,2.0,91.48,3.0
10214,Super built-up  Area,other,975.0,2.0,1.0,60.0,2.0
10215,Super built-up  Area,Bisuvanahalli,1075.0,2.0,1.0,44.0,3.0
10216,Super built-up  Area,Panathur,1210.0,2.0,1.0,77.93,2.0
10218,Super built-up  Area,Akshaya Nagar,1225.0,2.0,0.0,68.0,2.0
10219,Super built-up  Area,Jakkur,1290.0,2.0,1.0,80.04,2.0
10221,Plot  Area,other,1500.0,2.0,0.0,85.0,1.0
10222,Super built-up  Area,Kaggadasapura,1361.0,2.0,2.0,79.0,2.0
10224,Built-up  Area,1st Phase JP Nagar,1394.0,2.0,2.0,85.0,2.0
10227,Super built-up  Area,Rajaji Nagar,1222.0,2.0,2.0,98.0,2.0
10228,Super built-up  Area,Hebbal,1420.0,2.0,1.0,99.39,2.0
10229,Super built-up  Area,Bellandur,1846.0,3.0,2.0,135.0,3.0
10232,Super built-up  Area,Ananth Nagar,902.0,2.0,2.0,25.0,2.0
10235,Built-up  Area,other,1000.0,2.0,0.0,50.0,2.0
10236,Built-up  Area,Kundalahalli,1260.0,2.0,0.0,58.0,2.0
10238,Super built-up  Area,Jigani,939.0,2.0,2.0,39.0,2.0
10240,Plot  Area,Jalahalli,600.0,1.0,0.0,37.0,1.0
10241,Built-up  Area,8th Phase JP Nagar,1298.0,2.0,1.0,59.0,2.0
10242,Super built-up  Area,Marathahalli,1710.0,3.0,2.0,135.0,3.0
10243,Super built-up  Area,Subramanyapura,1000.0,2.0,1.0,45.0,2.0
10246,Built-up  Area,other,1100.0,2.0,2.0,68.0,2.0
10247,Super built-up  Area,Jalahalli,615.0,1.0,1.0,46.0,1.0
10248,Super built-up  Area,Sarjapur  Road,1350.0,2.0,1.0,85.0,2.0
10252,Super built-up  Area,Hegde Nagar,1718.0,3.0,2.0,130.0,3.0
10253,Super built-up  Area,7th Phase JP Nagar,1680.0,3.0,2.0,112.0,3.0
10254,Plot  Area,Hulimavu,1500.0,2.0,0.0,90.0,2.0
10255,Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,72.0,3.0
10256,Super built-up  Area,Akshaya Nagar,1179.0,2.0,1.0,51.0,2.0
10257,Super built-up  Area,Hulimavu,1315.0,2.0,0.0,60.48,2.0
10260,Super built-up  Area,Jalahalli East,1010.0,2.0,1.0,52.0,2.0
10261,Super built-up  Area,Electronic City,630.0,1.0,1.0,46.0,1.0
10263,Super built-up  Area,Kaval Byrasandra,1025.0,2.0,1.0,60.0,2.0
10264,Super built-up  Area,Hennur Road,1195.0,2.0,2.0,59.0,2.0
10265,Super built-up  Area,Whitefield,1012.0,2.0,1.0,58.0,2.0
10267,Super built-up  Area,Sarjapura - Attibele Road,1090.0,2.0,1.0,37.0,2.0
10268,Super built-up  Area,Kathriguppe,1300.0,3.0,2.0,77.99,3.0
10271,Super built-up  Area,Uttarahalli,1500.0,3.0,1.0,68.0,3.0
10273,Super built-up  Area,Dommasandra,674.0,1.0,1.0,19.9,2.0
10275,Built-up  Area,other,1464.0,2.0,2.0,115.0,3.0
10276,Built-up  Area,Marsur,715.0,2.0,1.0,29.0,3.0
10282,Super built-up  Area,CV Raman Nagar,1040.0,2.0,1.0,50.0,2.0
10283,Super built-up  Area,Haralur Road,1817.0,3.0,2.0,110.0,3.0
10286,Super built-up  Area,other,1070.0,2.0,1.0,52.0,2.0
10287,Super built-up  Area,Amruthahalli,1340.0,2.0,1.0,75.0,2.0
10288,Super built-up  Area,Kalena Agrahara,980.0,2.0,2.0,35.0,2.0
10289,Built-up  Area,8th Phase JP Nagar,1006.0,2.0,0.0,44.0,2.0
10290,Super built-up  Area,Thanisandra,1098.0,2.0,1.0,71.0,2.0
10291,Built-up  Area,Mico Layout,1200.0,2.0,1.0,53.5,2.0
10293,Super built-up  Area,Sarjapur  Road,1019.0,2.0,1.0,62.0,2.0
10295,Plot  Area,Anekal,1733.5,3.0,1.0,120.0,3.0
10296,Super built-up  Area,other,1415.0,2.0,2.0,120.0,2.0
10298,Super built-up  Area,other,1537.0,3.0,2.0,81.0,3.0
10301,Super built-up  Area,Domlur,1246.0,2.0,1.0,95.0,2.0
10303,Super built-up  Area,Electronic City Phase II,972.0,2.0,1.0,40.0,2.0
10306,Super built-up  Area,Electronic City,630.0,1.0,1.0,33.7,1.0
10312,Super built-up  Area,Bannerghatta Road,1711.0,3.0,2.0,125.0,3.0
10314,Super built-up  Area,CV Raman Nagar,1392.0,2.0,1.0,95.0,2.0
10315,Super built-up  Area,Haralur Road,1225.0,2.0,1.0,77.0,2.0
10317,Super built-up  Area,Green Glen Layout,1750.0,3.0,2.0,120.0,3.0
10318,Super built-up  Area,Subramanyapura,1260.0,2.0,1.0,80.0,3.0
10319,Super built-up  Area,Sarjapur  Road,691.0,1.0,1.0,31.1,1.0
10321,Super built-up  Area,Haralur Road,1285.0,2.0,1.0,78.0,2.0
10322,Built-up  Area,Hebbal,1590.0,3.0,2.0,96.0,3.0
10325,Super built-up  Area,Garudachar Palya,1060.0,2.0,1.0,48.66,2.0
10326,Super built-up  Area,Hennur,1255.0,2.0,1.0,58.0,2.0
10333,Super built-up  Area,Ardendale,1777.26,3.0,2.0,89.0,3.0
10334,Super built-up  Area,Raja Rajeshwari Nagar,1303.0,2.0,2.0,55.78,2.0
10337,Super built-up  Area,Yelahanka,1835.0,3.0,1.0,108.0,3.0
10341,Super built-up  Area,Haralur Road,1225.0,2.0,1.0,67.48,2.0
10342,Super built-up  Area,Balagere,656.0,1.0,1.0,34.77,1.0
10344,Super built-up  Area,other,1025.0,2.0,1.0,65.0,2.0
10345,Built-up  Area,Marathahalli,1156.0,2.0,2.0,52.0,2.0
10346,Super built-up  Area,JP Nagar,1250.0,2.0,2.0,60.0,2.0
10349,Built-up  Area,other,1020.0,2.0,1.0,70.0,2.0
10350,Built-up  Area,Kumaraswami Layout,1310.0,2.0,1.0,70.0,3.0
10351,Super built-up  Area,Jalahalli,612.5,1.0,0.0,27.565,1.0
10353,Super built-up  Area,Kothanur,1160.0,2.0,2.0,57.0,2.0
10354,Super built-up  Area,5th Block Hbr Layout,1100.0,2.0,2.0,48.0,2.0
10356,Super built-up  Area,Hosur Road,1689.0,3.0,2.0,103.0,3.0
10357,Super built-up  Area,Chikkalasandra,1090.0,2.0,1.0,47.42,2.0
10359,Super built-up  Area,other,1155.0,2.0,2.0,69.0,2.0
10363,Super built-up  Area,JP Nagar,1125.0,2.0,2.0,39.98,2.0
10369,Super built-up  Area,Bellandur,1049.0,2.0,1.0,51.0,2.0
10371,Super built-up  Area,Varthur Road,850.0,2.0,1.0,25.4,2.0
10372,Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3.0
10374,Super built-up  Area,Jakkur,1282.0,2.0,1.0,72.0,2.0
10375,Super built-up  Area,Kalena Agrahara,800.0,2.0,1.0,40.0,2.0
10378,Super built-up  Area,Magadi Road,1318.0,2.0,1.0,68.0,3.0
10379,Super built-up  Area,Kanakpura Road,1698.0,2.0,1.0,105.0,2.0
10383,Super built-up  Area,Sarjapur  Road,1881.0,3.0,2.0,145.0,3.0
10385,Super built-up  Area,Yelahanka,1890.0,3.0,2.0,109.0,3.0
10387,Super built-up  Area,Old Madras Road,935.0,2.0,1.0,32.0,2.0
10389,Super built-up  Area,Singasandra,1510.0,3.0,2.0,75.0,3.0
10390,Built-up  Area,Uttarahalli,1120.0,2.0,1.0,50.0,2.0
10391,Super built-up  Area,Ananth Nagar,930.0,2.0,1.0,25.99,2.0
10393,Super built-up  Area,Raja Rajeshwari Nagar,1419.0,2.0,2.0,48.1,2.0
10394,Super built-up  Area,Talaghattapura,1175.0,2.0,2.0,62.0,2.0
10398,Super built-up  Area,Anjanapura,1076.0,2.0,1.0,30.13,2.0
10401,Super built-up  Area,Hebbal,1072.0,2.0,2.0,45.0,2.0
10402,Super built-up  Area,Panathur,1230.0,2.0,1.0,80.0,2.0
10403,Super built-up  Area,Murugeshpalya,1600.0,2.0,1.0,65.0,3.0
10404,Super built-up  Area,Thanisandra,1411.0,3.0,1.0,93.25,3.0
10411,Super built-up  Area,Haralur Road,1225.0,2.0,1.0,69.84,2.0
10412,Super built-up  Area,Hebbal,1162.0,2.0,1.0,69.0,2.0
10413,Super built-up  Area,Thanisandra,1262.0,2.0,1.0,65.0,3.0
10415,Built-up  Area,Electronic City Phase II,1160.0,2.0,1.0,33.51,2.0
10416,Plot  Area,Channasandra,1500.0,3.0,1.0,61.95,3.0
10423,Super built-up  Area,Hosa Road,1170.0,2.0,2.0,65.0,2.0
10426,Super built-up  Area,Banashankari Stage VI,1423.0,2.0,1.0,71.73,3.0
10428,Built-up  Area,Kereguddadahalli,1105.0,2.0,2.0,27.6,2.0
10432,Super built-up  Area,Babusapalaya,1061.0,2.0,1.0,38.95,2.0
10433,Plot  Area,other,600.0,2.0,2.0,29.5,2.0
10439,Super built-up  Area,ITPL,907.0,2.0,0.0,55.43,2.0
10442,Built-up  Area,Bellandur,1211.0,2.0,1.0,63.0,2.0
10443,Super built-up  Area,Hennur Road,1904.0,3.0,2.0,129.0,3.0
10446,Super built-up  Area,other,1410.0,2.0,2.0,73.0,2.0
10449,Built-up  Area,Hennur,1420.0,2.0,1.0,62.0,2.0
10450,Super built-up  Area,Panathur,1125.0,2.0,2.0,45.0,2.0
10452,Super built-up  Area,Hulimavu,1021.0,2.0,1.0,76.0,2.0
10453,Super built-up  Area,Ananth Nagar,1074.0,2.0,2.0,26.85,2.0
10456,Built-up  Area,Yelachenahalli,1103.0,2.0,2.0,55.0,2.0
10457,Super built-up  Area,other,1201.0,2.0,1.0,65.0,2.0
10459,Super built-up  Area,Sarjapur,920.0,2.0,2.0,33.0,2.0
10462,Super built-up  Area,Sonnenahalli,1268.0,2.0,1.0,75.0,3.0
10463,Super built-up  Area,other,660.0,1.0,0.0,30.0,1.0
10464,Super built-up  Area,Harlur,1755.0,3.0,2.0,115.0,3.0
10465,Super built-up  Area,Hoskote,945.0,2.0,1.0,35.0,2.0
10466,Carpet  Area,8th Phase JP Nagar,500.0,1.0,1.0,33.0,1.0
10470,Super built-up  Area,Domlur,1276.0,2.0,2.0,80.0,2.0
10472,Super built-up  Area,Lakshminarayana Pura,1180.0,2.0,1.0,75.0,2.0
10473,Super built-up  Area,ISRO Layout,1370.0,2.0,2.0,87.0,3.0
10476,Built-up  Area,Electronic City,1400.0,3.0,1.0,90.0,3.0
10479,Super built-up  Area,Ramagondanahalli,1251.0,2.0,1.0,46.0,2.0
10481,Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,67.38,2.0
10482,Built-up  Area,Electronic City Phase II,1090.0,2.0,1.0,31.48,2.0
10486,Super built-up  Area,Sarjapur  Road,1881.0,3.0,2.0,145.0,3.0
10487,Super built-up  Area,Garudachar Palya,1150.0,2.0,2.0,52.0,2.0
10493,Built-up  Area,other,950.0,2.0,0.0,65.0,2.0
10495,Super built-up  Area,Ramamurthy Nagar,1050.0,2.0,1.0,51.66,2.0
10496,Super built-up  Area,Hoodi,1660.0,3.0,2.0,131.0,3.0
10497,Super built-up  Area,Nagavarapalya,1134.0,2.0,2.0,55.0,2.0
10498,Built-up  Area,Hebbal,1100.0,2.0,1.0,60.0,2.0
10502,Plot  Area,other,980.0,3.0,1.0,80.0,3.0
10504,Super built-up  Area,CV Raman Nagar,705.0,2.0,1.0,50.0,1.0
10506,Super built-up  Area,Anandapura,1200.0,2.0,1.0,50.0,2.0
10507,Super built-up  Area,Talaghattapura,1804.0,3.0,2.0,127.0,3.0
10509,Super built-up  Area,other,420.0,1.0,1.0,25.0,2.0
10511,Super built-up  Area,Battarahalli,1090.0,2.0,2.0,38.37,2.0
10513,Built-up  Area,Electronic City,1287.0,3.0,1.0,55.0,3.0
10517,Super built-up  Area,Hormavu,1263.0,2.0,1.0,47.36,2.0
10518,Super built-up  Area,Whitefield,1431.0,3.0,2.0,85.0,3.0
10519,Super built-up  Area,Dommasandra,999.0,2.0,2.0,32.9,2.0
10526,Super built-up  Area,Yelahanka New Town,284.0,1.0,1.0,8.0,1.0
10527,Super built-up  Area,Ananth Nagar,500.0,1.0,1.0,14.0,1.0
10528,Super built-up  Area,other,1265.0,2.0,2.0,68.0,2.0
10529,Super built-up  Area,Kudlu Gate,1215.0,2.0,1.0,44.96,2.0
10537,Super built-up  Area,Dasanapura,708.0,2.0,1.0,31.15,2.0
10539,Built-up  Area,Hosakerehalli,925.0,2.0,1.0,46.25,2.0
10541,Carpet  Area,Kanakpura Road,458.0,1.0,0.0,33.66,1.0
10545,Built-up  Area,Amruthahalli,1450.0,2.0,1.0,90.0,3.0
10546,Super built-up  Area,Kasavanhalli,1100.0,2.0,1.0,65.0,2.0
10549,Plot  Area,TC Palaya,1200.0,2.0,1.0,70.0,2.0
10550,Super built-up  Area,other,660.0,1.0,1.0,35.0,1.0
10555,Super built-up  Area,Bhoganhalli,1205.0,2.0,1.0,68.32,2.0
10556,Super built-up  Area,Haralur Road,1200.0,2.0,2.0,46.0,2.0
10557,Super built-up  Area,Akshaya Nagar,1421.0,2.0,2.0,73.0,3.0
10559,Super built-up  Area,Whitefield,524.0,1.0,1.0,29.0,1.0
10568,Super built-up  Area,Raja Rajeshwari Nagar,1700.0,2.0,2.0,86.0,3.0
10571,Super built-up  Area,Dasarahalli,1333.0,2.0,1.0,86.65,2.0
10572,Super built-up  Area,Electronic City,1258.0,2.0,1.0,85.5,2.0
10573,Super built-up  Area,other,1458.0,2.0,2.0,87.0,3.0
10574,Built-up  Area,Electronic City,1386.0,2.0,1.0,85.0,2.0
10575,Built-up  Area,Electronic City Phase II,1140.0,2.0,1.0,32.92,2.0
10576,Built-up  Area,Electronic City,550.0,1.0,1.0,27.0,1.0
10581,Super built-up  Area,other,1178.0,2.0,1.0,80.0,2.0
10582,Super built-up  Area,Devarachikkanahalli,991.0,2.0,2.0,40.0,2.0
10585,Super built-up  Area,Kammasandra,1080.0,2.0,1.0,31.99,2.0
10586,Super built-up  Area,Dasanapura,814.0,2.0,1.0,53.0,2.0
10587,Super built-up  Area,Electronic City,1025.0,2.0,1.0,50.0,2.0
10588,Super built-up  Area,Bannerghatta Road,1115.0,2.0,1.0,61.0,2.0
10597,Super built-up  Area,KR Puram,1100.0,2.0,2.0,45.0,2.0
10599,Super built-up  Area,Banashankari,1450.0,2.0,2.0,50.75,2.0
10603,Built-up  Area,Kalyan nagar,1100.0,2.0,1.0,70.0,2.0
10604,Super built-up  Area,Electronic City Phase II,650.0,1.0,1.0,35.0,1.0
10606,Super built-up  Area,Kaikondrahalli,900.0,2.0,1.0,27.0,2.0
10608,Super built-up  Area,Yeshwanthpur,674.0,1.0,1.0,36.85,1.0
10609,Super built-up  Area,Whitefield,1655.0,3.0,2.0,110.0,3.0
10610,Plot  Area,other,1300.0,2.0,2.0,95.0,2.0
10611,Built-up  Area,other,936.0,1.0,0.0,53.0,1.0
10612,Super built-up  Area,other,1277.0,2.0,2.0,92.0,2.0
10614,Super built-up  Area,Hormavu,1015.0,2.0,1.0,39.08,2.0
10615,Super built-up  Area,Budigere,1153.0,2.0,2.0,60.0,2.0
10616,Super built-up  Area,Kengeri,1035.0,2.0,1.0,51.5,2.0
10618,Super built-up  Area,Uttarahalli,1150.0,2.0,1.0,46.0,2.0
10619,Super built-up  Area,Malleshwaram,1020.0,2.0,1.0,80.0,2.0
10621,Super built-up  Area,8th Phase JP Nagar,1160.0,2.0,1.0,95.0,2.0
10623,Built-up  Area,Brookefield,1225.0,2.0,2.0,72.0,2.0
10629,Super built-up  Area,Channasandra,830.0,2.0,1.0,36.28,2.0
10630,Super built-up  Area,Hennur Road,1155.0,2.0,1.0,69.18,2.0
10632,Super built-up  Area,Jalahalli,905.0,2.0,2.0,55.0,2.0
10637,Super built-up  Area,Kannamangala,957.0,2.0,1.0,55.0,2.0
10638,Built-up  Area,9th Phase JP Nagar,890.0,2.0,2.0,45.0,2.0
10640,Super built-up  Area,Electronic City,1070.0,2.0,1.0,55.0,2.0
10644,Built-up  Area,Kammasandra,1415.0,2.0,2.0,60.0,2.0
10648,Super built-up  Area,Whitefield,840.0,1.0,1.0,57.0,1.0
10650,Super built-up  Area,Thanisandra,1732.0,3.0,1.0,112.0,3.0
10651,Plot  Area,Parappana Agrahara,1200.0,1.0,0.0,45.0,1.0
10652,Super built-up  Area,Bhoganhalli,1260.0,2.0,1.0,69.9,2.0
10655,Super built-up  Area,Horamavu Banaswadi,1357.0,2.0,2.0,54.0,2.0
10656,Super built-up  Area,Chamrajpet,650.0,1.0,1.0,40.0,2.0
10658,Super built-up  Area,Whitefield,1725.0,3.0,2.0,106.0,3.0
10659,Built-up  Area,Jalahalli,1000.0,2.0,0.0,70.0,2.0
10660,Plot  Area,TC Palaya,1350.0,1.0,0.0,55.0,1.0
10662,Super built-up  Area,Bellandur,1717.0,3.0,2.0,110.0,3.0
10668,Super built-up  Area,Kambipura,883.0,2.0,1.0,37.01,2.0
10669,Super built-up  Area,Yelahanka,700.0,1.0,1.0,38.0,1.0
10672,Super built-up  Area,HSR Layout,1140.0,2.0,2.0,46.0,2.0
10673,Super built-up  Area,Thanisandra,933.0,2.0,1.0,66.0,2.0
10675,Built-up  Area,Electronic City Phase II,1155.0,2.0,1.0,57.0,2.0
10677,Super built-up  Area,Bannerghatta,1200.0,2.0,2.0,73.2,2.0
10679,Super built-up  Area,Rajaji Nagar,1555.0,3.0,2.0,125.0,3.0
10682,Super built-up  Area,Devanahalli,658.0,1.0,1.0,26.91,1.0
10683,Carpet  Area,Bhoganhalli,896.9,2.0,1.0,78.74,2.0
10685,Built-up  Area,KR Puram,1035.0,2.0,2.0,40.0,2.0
10688,Super built-up  Area,Begur Road,1200.0,2.0,2.0,44.0,2.0
10689,Built-up  Area,Yelahanka New Town,488.0,1.0,1.0,20.0,1.0
10693,Super built-up  Area,Hoodi,1225.0,2.0,1.0,45.0,2.0
10694,Plot  Area,TC Palaya,900.0,2.0,0.0,55.0,2.0
10696,Built-up  Area,Sompura,825.0,2.0,1.0,32.0,2.0
10701,Super built-up  Area,Kanakpura Road,1167.0,2.0,1.0,63.0,2.0
10702,Super built-up  Area,Sarjapur,1150.0,2.0,1.0,41.0,2.0
10703,Super built-up  Area,other,650.0,1.0,1.0,50.0,1.0
10704,Built-up  Area,Sarjapur  Road,675.0,1.0,1.0,27.0,1.0
10706,Super built-up  Area,other,720.0,1.0,0.0,32.39,1.0
10708,Super built-up  Area,Yelahanka New Town,1100.0,2.0,1.0,58.0,2.0
10710,Super built-up  Area,Uttarahalli,1330.0,2.0,1.0,58.0,3.0
10720,Super built-up  Area,Kodihalli,1400.0,3.0,2.0,81.0,3.0
10721,Built-up  Area,Horamavu Agara,750.0,2.0,1.0,37.49,2.0
10722,Super built-up  Area,Bannerghatta,1070.0,2.0,1.0,87.0,2.0
10723,Super built-up  Area,Kannamangala,1536.0,3.0,1.0,107.0,3.0
10726,Super built-up  Area,Sarjapur  Road,1773.5,2.0,2.0,102.92,3.0
10727,Super built-up  Area,Electronic City,1342.0,2.0,1.0,72.0,2.0
10728,Super built-up  Area,other,1600.0,3.0,2.0,130.0,3.0
10729,Super built-up  Area,Kanakapura,938.0,1.0,1.0,50.0,1.0
10730,Super built-up  Area,Budigere,1820.0,3.0,2.0,99.0,3.0
10733,Super built-up  Area,Basavangudi,1850.0,3.0,2.0,150.0,3.0
10734,Built-up  Area,Bommanahalli,1091.0,2.0,1.0,40.0,2.0
10735,Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,74.03,2.0
10738,Super built-up  Area,JP Nagar,1060.0,2.0,2.0,33.95,2.0
10740,Super built-up  Area,Hebbal,1299.0,2.0,1.0,97.0,2.0
10741,Super built-up  Area,Yelahanka,1491.0,3.0,2.0,85.0,3.0
10742,Built-up  Area,Basaveshwara Nagar,1200.0,2.0,2.0,85.0,2.0
10744,Super built-up  Area,Hulimavu,581.0,1.0,1.0,29.0,1.0
10745,Super built-up  Area,other,1296.0,2.0,2.0,70.0,2.0
10746,Super built-up  Area,other,1125.0,2.0,1.0,55.0,2.0
10747,Built-up  Area,Electronic City,1275.0,3.0,1.0,70.0,3.0
10748,Super built-up  Area,Kothanur,1095.0,2.0,2.0,55.0,2.0
10750,Super built-up  Area,Old Madras Road,1330.0,2.0,2.0,74.0,2.0
10751,Super built-up  Area,Marathahalli,1135.0,2.0,2.0,60.0,2.0
10752,Super built-up  Area,Whitefield,516.0,1.0,1.0,39.0,1.0
10755,Super built-up  Area,Electronic City,770.0,1.0,1.0,38.0,2.0
10762,Super built-up  Area,Bhoganhalli,1707.0,3.0,2.0,115.0,3.0
10764,Super built-up  Area,Sultan Palaya,1070.0,2.0,2.0,49.0,2.0
10766,Super built-up  Area,Tumkur Road,1240.0,2.0,1.0,83.0,3.0
10767,Super built-up  Area,JP Nagar,1300.0,2.0,1.0,91.65,2.0
10768,Super built-up  Area,Ambalipura,1700.0,2.0,2.0,76.0,2.0
10775,Super built-up  Area,Jalahalli,615.0,1.0,1.0,46.0,1.0
10776,Super built-up  Area,KR Puram,1116.0,2.0,1.0,45.0,2.0
10777,Super built-up  Area,Whitefield,1639.0,3.0,2.0,107.0,3.0
